신문사,제목,본문_요약,링크,카테고리,예측점수,최종선택여부
매일경제,자연 분해되는 행주·빨대 … CJ제일제당 상용화 속도,"바이오 소재 PHA 적용혁신기술에 글로벌 러브콜국내 1위 종합 식품기업 CJ제일제당이 생분해성 바이오 소재인 PHA 상용화에 속도를 내고 있다. PHA는 미생물이 식물에서 유래한 성분을 먹고 자연적으로 세포 안에 쌓는 고분자 물질이다. 퇴비화가 가능해 탈(脫)플라스틱 트렌드에 부응하는 미래 신소재로 주목받고 있는데, 산업과 가정 퇴비화 시설은 물론 토양과 해양에서도 분해가 된다. 27일 CJ제일제당은 PHA를 적용한 빨아 쓰는 생분해 위생행주·생분해성 빨대(사진) 등을 국내외에서 선보일 예정이라고 밝혔다. CJ제일제당에 따르면 빨아 쓰는 생분해 위생행주는 PHA·PLA·펄프를 혼합해 생분해성 소재로만 개발했다. PHA를 위생용품에 적용해 상업화한 전 세계 첫 사례로, CJ제일제당과 유한킴벌리·부직포 전문기업...",https://n.news.naver.com/article/newspaper/009/0005597407?date=20251128,업계,0.550623011,
한국경제,"'LG 키맨' 신학철·조주완 떠난다…""신사업 중심 체질개선 기초 닦아""","지난 7년간 LG화학을 이끌어온 ‘샐러리맨 신화’ 신학철 부회장이 물러났다. 4년 동안 LG전자의 체질 개선을 지휘한 조주완 사장도 후배에게 자리를 내줬다. 두 사람은 중국의 저가 공세로 어려움을 겪는 상황에서도 신사업 발굴·육성을 통해 회사를 성장궤도에 올려놨다는 평가를 받는다.LG화학과 LG전자는 27일 정기인사를 통해 신 부회장과 조 사장이 최고경영자(CEO)에서 물러난다고 발표했다. 신 부회장은 글로벌 기업 3M에 평사원으로 입사했다. 엔지니어, 영업·마케팅 등 다양한 분야에서 쌓은 ‘내공’을 인정받아 2019년 LG화학 CEO로 영입됐다. LG그룹의 첫 외부 출신 CEO로, 구광모 LG그룹 회장이 직접 영입에 공을 들인 것으로 알려졌다.신 부회장은 LG화학을 배터리·친환경 소재, 바이오 등 첨단 신...",https://n.news.naver.com/article/newspaper/015/0005217233?date=20251128,업계,0.524750918,
매일경제,중소제조업 하루 임금은 11만4000원,"작년보다 3.6% 상승국내 중소 제조기업 근로자의 하루 평균 임금이 지난해보다 3.6% 상승한 것으로 조사됐다.27일 중소기업중앙회가 발표한 '2025년 하반기 중소제조업 직종별 임금조사'에 따르면 올해 하반기(8월) 기준 중소 제조기업 129개 직종별 생산직 근로자의 평균 일급은 11만4682원으로, 지난해 하반기(6월) 11만684원과 비교해 3.6% 올랐다. 주요 직종별로는 부품조립원 일급이 10만5323원으로 전년 동기(9만8387원) 대비 7% 올라 가장 상승폭이 높았다. 작업반장은 13만9712원, 단순 노무 종사원은 9만694원으로 같은 기간 3.2%, 0.7% 상승했다. 일급이 가장 높은 직종은 화학공학 품질관리사(17만2625원)였다.[이윤식 기자]...",https://n.news.naver.com/article/newspaper/009/0005597415?date=20251128,업계,0.509542321,
한국경제,'배터리 1위' 회장이 직접 나섰다…1.5조 초대형 잭팟 터지나,"韓 소재 찾는 中…엔켐, CATL에 전해액 공급5년간 1.5조 규모 역대 최대CATL, 유럽 공략에 삼원계 필요中기업은 LFP 소재에 집중쩡위친 회장, 삼원계 강한 韓선택양극재도 한국산 찾을 가능성엔켐 폴란드 공장서 납품할 듯""내년 매출 2배 늘고 흑자 전환""배터리 전해액 제조업체 엔켐이 글로벌 1위 배터리 제조사인 중국 CATL에 전해액 1조5000억원어치를 공급한다.리튬·인산철(LFP) 배터리 시장을 장악한 CATL이 한국이 잘하는 삼원계 배터리에 뛰어들면서 관련 소재를 국내에서 조달하기로 한 것이다. 지난달 경주 아시아태평양경제협력체(APEC) 참석차 방한한 쩡위친 CATL 회장이 국내 배터리 공급망을 둘러본 만큼 다른 분야에서도 추가 공급 계약이 나올 것이란 관측이 제기된다.◇내년부터 연간 7만t 공...",https://n.news.naver.com/article/newspaper/015/0005217135?date=20251128,업계,0.491973786,1
매일경제,삼성전자 조직개편 D램·낸드개발 통합,"AI 전환을 중심으로디지털 트윈센터 신설삼성전자가 인공지능(AI) 전환(AX)을 중심으로 하는 조직 개편을 단행했다. 27일 삼성전자는 사내 설명회를 통해 주요 조직 개편 내용을 공유했다.먼저 조직 내 경영지원실은 경영지원담당으로 명칭이 변경된다. 삼성전기 등 주요 계열사도 경영지원담당으로 이름이 바뀌었다.경영지원담당 산하에는 AX팀이 신설되며 모바일(MX), 가전(DA), TV(VD) 등 각 사업부에도 AX팀이 신설된다. DA사업부 내에 에어솔루션팀을 만들어 공조 사업을 강화하고, MX사업부의 XR팀도 강화한다.삼성리서치에는 '노바 AI랩'(가칭)이라는 AI 연구소가 설립된다. 천재급 AI 연구자를 영입해 삼성전자의 AI 경쟁력을 강화한다는 방침이다.DS부문에서는 '메모리 개발 담당'을 신설했다. D램, ...",https://n.news.naver.com/article/newspaper/009/0005597531?date=20251128,업계,0.443263217,
매일경제,LG그룹도 CEO 쇄신인사 … 전자 류재철·화학 김동춘,류재철 LG전자 홈어플라이언스솔루션(HS)사업본부장이 신임 LG전자 최고경영자(CEO)로 임명됐다. 조주완 CEO는 2021년 말 취임한 이후 약 4년 만에 물러나게 됐다.LG화학 신임 CEO에는 김동춘 LG화학 첨단소재사업본부장이 사장으로 승진 임명됐다. 2018년 LG로 영입돼 LG화학 대표를 맡아온 신학철 LG화학 대표이사(부회장)는 7년 만에 용퇴했다.LG그룹은 27일 계열사별로 이사회를 열어 이 같은 내용의 연말 인사를 단행했다. 신임 CEO를 임명해 신규 사업 전환에 속도를 붙이고 조직 분위기를 쇄신하기 위한 목적으로 풀이된다. LG전자와 LG화학은 중국 기업들의 도전으로 어려움을 겪으면서 주력 사업 전반에 걸쳐 개편을 진행하고 있다.[이덕주 기자 / 이동인 기자 / 박민기 기자]...,https://n.news.naver.com/article/newspaper/009/0005597493?date=20251128,업계,0.429245193,
조선일보,美 제재의 역설… 엔비디아 맞먹는 칩 자체 개발한 중국,"[흔들리는 엔비디아 패권]26일(현지 시각) 미 IT 전문 매체 디인포메이션은 중국 규제 당국이 틱톡의 모회사인 바이트댄스 데이터센터에 엔비디아 칩을 쓰지 못하도록 차단했다고 보도했다. 엔비디아 칩 대신 중국의 화웨이와 AI 스타트업인 캠브리콘이 만든 AI 칩을 사용하라는 것이다. 지난 5일에도 중국 정부는 국가 자금이 투입된 신규 인공지능(AI) 데이터센터에 자국산 AI 칩만 사용하도록 의무화하는 지침을 발표했다. 사실상 엔비디아 GPU를 중국에서 퇴출하고, 자국 AI 반도체를 채용하려는 움직임이다.전 세계에서 가장 적극적으로 탈엔비디아에 나선 곳이 중국이다. 역설적이게도 중국의 탈엔비디아는 미국이 부추겼다. 미 정부는 중국의 테크 굴기를 막는다는 명목으로 엔비디아 최신 GPU의 대중 수출을 막았다. 성능...",https://n.news.naver.com/article/newspaper/023/0003943693?date=20251128,기타,0.420852392,
매일경제,"광고업계, 제품 중심서 가치 중심으로 이동 [TV·경제TV 부문 심사평]",유승엽 남서울대 광고홍보학과 교수(현 한국광고학회 회장)이번 광고대상은 몇 가지 키워드로 점철된다. 첫째 진정성이다. 광고는 소비자에게 메시지를 진정성 있게 전달하는 것이 목적이다. 둘째 광고 모델과 제품 속성의 연합조건화 연상이다. 모델과 제품의 속성을 연합하는 모델 활용 전략이 돋보이는 작품들을 이번 심사에서 확인했다. 셋째 신뢰성의 키워드다. 자사 제품을 소비자에게 신뢰성 있게 전달하려는 광고 제작자들의 기획의도를 알 수 있었다. 마지막으로 가치의 전달이라는 또 다른 광고 기능이다.  소비자에게 어떤 가치체계를 형성하는 것이 필요할까를 고민하는 광고 기능에 대한 중요성을 인식하는 계기가 되는 작품도 있었다.르무통 광고를 보면 추구하는 편안함의 본질적 가치를 진정성 있게 전달하고자 하는 의도가 돋보였다....,https://n.news.naver.com/article/newspaper/009/0005597291?date=20251128,경영,0.399692452,
매일경제,"엔켐, 中 CATL에 1.5조 규모 전해액 공급","국내 배터리 소재 기업 엔켐이 세계 1위 배터리 제조사인 중국 CATL과 약 1조5000억원 규모의 배터리 전해액 공급 계약을 앞두고 있는 것으로 알려졌다.27일 엔켐은 글로벌 배터리 시장을 선도하는 글로벌 톱티어 셀 제조사와 연간 7만t 규모의 전해액 공급 계약 체결을 앞두고 있다고 밝혔다. 내년부터 5년간 총 35만t 규모로, 현재 전해액 판매단가 기준 약 1조5000억원에 달한다. 배터리업계에 따르면 계약 상대방은 글로벌 1위 배터리 제조사인 CATL로 추정된다. 쩡위췬 CATL 회장이 올해 10월 방한해 논의가 진행된 것으로 알려진다. 엔켐 측은 ""확인해줄 수 없다""고 밝혔다. 엔켐은 지난해 중국에서 에너지저장장치 및 전기차용 배터리 고객사를 대상으로 영업활동을 적극 추진했다.[서정원 기자]...",https://n.news.naver.com/article/newspaper/009/0005597530?date=20251128,업계,0.372306979,1
한국경제,[인사] (주)LG ; LG전자 ; LG화학 등,◈㈜LG◎승진<부사장>▷법무·준법지원팀장 장건▷화학팀장 장승세▷홍보·브랜드팀장 정정욱<전무>▷통신서비스팀장 윤창병▷투자팀장 이승기◎전보▷전자팀장 박충현◈LG전자◎선임▷HS사업본부장 백승태◎승진<부사장>▷SoC센터장 김진경▷webOS플랫폼사업센터장 조병하◎승진<전무>▷품질경영센터장 김창민▷부품솔루션사업부장 김철▷멕시칼리생산법인장 김태완▷생산혁신센터장 양희구▷한국구독영업담당 이성진▷노경담당 이희성▷D2C해외영업그룹장 정순호▷디자인경영센터장 정욱준▷고객가치혁신부문장 정재웅◎승진<상무>▷ES엔지니어링담당 권민호▷키친솔루션연구소장 김경석▷ES제어연구담당 김광만▷VS CX담당 김승만▷HS품질경영담당 김윤수▷찌비뚱생산법인장 김준우▷한국영업경영관리담당 김현▷Connectivity개발리더 김홍덕▷TV아시아영업담당 노승완▷디...,https://n.news.naver.com/article/newspaper/015/0005217149?date=20251128,업계,0.337332833,
매일경제,癌만 죽이는 '방사성 미사일'…SK의 새 도전,"SK바이오팜 '두번째 신약'방사성 항암제 개발 나서8425억에 새 후보물질 확보진단·치료제 한 세트로 개발최태원 장녀 윤정 씨가 주도""2년내 시장 선도기업 될 것""SK바이오팜이 1년 만에 두 번째 방사성의약품(RPT) 후보물질을 도입했다. RPT는 이 회사가 미래 성장 동력으로 육성하는 분야로, SK바이오팜은 2027년까지 글로벌 RPT 시장에서 주도권을 확보한다는 목표를 세웠다.이 회사는 27일 미국 위스콘신대학 기술이전기관(WARF)에서 CA9 단백질을 겨냥한 저분자 치료제 후보 'WT-7695'의 글로벌 개발·상업화 권리를 확보했다고 밝혔다.계약 규모는 마일스톤을 포함해 최대 8425억원(약 5억7600만달러)이며, 계약금은 219억원(약 1500만달러)이다. RPT는 일명 '방사성 미사일 치료제'로 ...",https://n.news.naver.com/article/newspaper/009/0005597460?date=20251128,업계,0.329411409,1
한국경제,"한은 ""AI 붐 지속 땐 내년 성장률 2%까지 높아져""","기본 전망은 내년 1.8% 성장'확장 재정 수정' 목소리 커질 듯한국은행이 내년 실질 국내총생산(GDP) 증가율 전망치를 1.6%에서 1.8%로 다시 상향했다. 올해 경제성장률 전망치도 0.9%에서 1.0%로 끌어올렸다. 2027년 성장률은 1.9%로 전망했다. 내년 이후 경제성장률이 잠재성장률 수준 이상으로 올라갈 것으로 예상되면서 통화정책과 재정정책에 변화가 필요하다는 목소리가 커질 것으로 관측된다.한은은 27일 발표한 올해 마지막 경제전망에서 올해 경제성장률 전망치를 1.0%로 제시했다. 지난 8월 예상보다 0.1%포인트 높였다. 지난 3분기 성장률 속보치가 1.2%로, 한은 기존 전망치(1.1%)보다 높게 나온 점 등을 반영했다. 한은은 올해 연간 성장률 전망치를 지난해 5월 2.1%, 11월 1.9...",https://n.news.naver.com/article/newspaper/015/0005217207?date=20251128,경영,0.312223663,
한국경제,"매출 2조에 수익 72억…""탁상행정의 끝"" 논란 폭발한 까닭","'마이데이터' 全산업 확대에…스타트업조차 ""탁상행정""개인정보위 추진에 업계 반발中企·벤처에 빗장 푼다지만""비용 들여 축적한 데이터대가 없이 경쟁사에 넘어갈 수도""2040 창업가 ""데이터 받아도정제·가공·활용 등에 고비용""대기업도 포기…사업성 낮아C커머스 등 中업체 수혜 볼 수도개인정보보호위원회가 추진 중인 ‘마이데이터 전 산업 확대’ 방안에 업계 반발이 거세지고 있다. 지난 26일 한국온라인쇼핑협회에 이어 27일 한국인터넷기업협회도 “이번 개인정보보호법 시행령 개정안은 “기존 사업자가 막대한 비용으로 축적한 데이터를 아무런 보호 조치 없이 경쟁 기업 등에 넘겨주는 결과만 초래할 것”이라는 내용의 성명서를 발표했다. 테무 등 중국 e커머스 업체가 한국 시장 공략을 위해 데이터 확보에 혈안이라는 점도 뜨거운 논...",https://n.news.naver.com/article/newspaper/015/0005217128?date=20251128,기타,0.311060857,
매일경제,"""배터리 안전장치 기술력 우리가 으뜸""","벤처30주년시대가 다시 벤처를 부른다박종헌 성우 대표구미에서 시작한 車 부품기업기술혁신 선언하며 벤처 도약배터리 압력·온도 등 조절 캡기술 인정받아 대기업에 공급글로벌 전기차 등 곳곳 쓰여지방기업의 기술력 보여줬죠경북 구미시에서 1992년 설립된 '성우'는 오랜 기간 자동차 금속 부품을 생산해온 전통 제조사였다. 지방에 있던 이 업체는 2018년 '기술혁신' 선언과 함께 체질 개선에 나선 후 배터리·전장시장의 주목을 받는 벤처기업으로 도약했다. 2차전지용 '탑캡 어셈블리' 기술로 글로벌 전기차와 모바일 기업도 뚫었다.박종헌 성우 대표는 최근 매일경제와 인터뷰에서 ""지방 제조 벤처기업이라도 기술만 뛰어나면 글로벌 시장에서 승부를 볼 수 있다""며 ""지금이 다시 '진짜 벤처'를 요구하는 시대""라고 말했다. 박 대...",https://n.news.naver.com/article/newspaper/009/0005597417?date=20251128,업계,0.297845733,1
중앙일보,"환율·집값 불안에 달라진 한은, '금리인하 종료' 신호 보냈다","한국은행이 네 차례 연속 기준금리를 동결하면서 금리 인하 사이클을 끝낼 수도 있다는 신호를 보냈다.27일 한국은행 금융통화위원회는 기준금리를 연 2.5%로 유지하기로 결정했다. 지난 7, 8, 10월에 이어 네 번째 연속 ‘멈춤’이다. 거세어지고 있는 원화값 하락(환율 상승)세와 부동산 과열 우려를 고려한 것으로 풀이된다. 최근 달러 대비 원화값은 1470원대까지 떨어지며 7개월여 만에 최저 수준을 기록했다. 연 4%(상단 기준)인 미국과의 기준금리 차가 벌어지면 더 높은 이율을 좇아 자금이 빠져나가며 원화 가치 하락이 가속화할 수 있다.여기에 10·15 부동산 대책 발표 이후에도 서울 주요 지역을 중심으로 집값 상승세는 이어지고 있다. 금리 인하로 유동성이 추가로 풀리면 부동산 등 자산 가격을 자극할 수 ...",https://n.news.naver.com/article/newspaper/025/0003486059?date=20251128,경영,0.287643384,1
동아일보,"중소기업계 “자사주 소각 의무, 기업경영에 불리”","대한상의, 중기부 차관 만나 건의주52시간 특례 업종 확대도 요구중소기업계가 자사주 소각을 의무화하는 상법개정안에 대한 우려를 표하고 주 52시간제 특례 업종 확대 등을 정부에 건의했다.27일 대한상공회의소는 중구 상의회관에서 노용석 중소벤처기업부 제1차관을 초청해 ‘중소기업위원회’를 개최하고 자사주 활용 제약, 주 52시간제 경직성 등 중소기업의 성장을 저해하는 제도 개선을 촉구했다.이날 중소기업계는 더불어민주당이 추진하고 있는 자사주 소각 의무화 상법 개정안이 기업 경영에 불리하게 작용할 것이라고 우려했다. 윤석근 일성아이에스 회장(중소기업위원장)은 “대기업뿐 아니라 전체 상장사 중 자사주 보유 기업의 88.5%를 차지하는 중소·중견기업은 자사주를 구조조정, 사업재편, 주주환원, 임직원 보상 등 경영상 ...",https://n.news.naver.com/article/newspaper/020/0003677797?date=20251128,경영,0.25799418,1
동아일보,금속이온 농도 제어 독자 기술로 반도체 유리 기판 도금 시장 도전,"㈜애니캐스팅인공지능(AI) 데이터센터 경쟁이 치열해지면서 고성능 반도체 기판 시장이 요동치고 있다. 엔비디아와 AMD, 브로드컴, 아마존 등 글로벌 빅테크 기업들이 기존 유기 소재 기판을 유리 기판으로 교체하려는 기술 경쟁에 뛰어든 것이다. 유리 기판은 전력 소모를 50% 줄이고 열변형에 강하며 신호 누설이 적어 차세대 AI 반도체의 필수 소재로 떠오르고 있다.특히 대만 TSMC가 독점하고 있는 실리콘 인터포저를 대체할 수 있는 유리 인터포저 생산의 선행 기술이기도 하다. 이런 가운데 ㈜애니캐스팅이 독자 기술로 유리 기판 도금 시장에 도전장을 내밀어 주목받고 있다.애니캐스팅은 9년간 전기화학 3D 프린팅 장비 개발에 몰두하며 쌓아온 선택적 도금 기술을 유리 기판의 관통 홀(TGV) 구리도금 기술로 성공적으로...",https://n.news.naver.com/article/newspaper/020/0003677833?date=20251128,업계,0.252308814,
중앙일보,[박한슬의 숫자 읽기] 염전 노예와 무역전쟁,"다시 ‘염전 노예’가 적발됐다. 최초 고발로부터 10년여 만이다. 특이한 점은 이번에 미국 정부가 관여했단 사실이다. 올해 4월엔 국내 최대 염전인 태평염전에 강제노동 혐의가 있다며 천일염 통관을 금지하는 인도보류명령(WRO)을 내리더니, 이달엔 미국 대사관에서 직접 염전노예 실태조사에 나섰단 보도까지 나왔다. 이를 두고 벽지(僻地) 특유의 지역 민관 유착관계가 강도 높게 비판받았지만, 관점을 국외로 옮기면 상황은 더 심각하다. 인권을 근거로 삼는 서방 특유의 비관세 무역장벽이 본격적으로 국내 산업에 영향을 준 사례가 돼서다.미·중 무역 갈등은 트럼프 1기 행정부에서 시작됐지만, 정권교체가 이루어진 바이든 정부에서도 대(對) 중국 견제는 이어졌다. 가장 대표적 사례가 2022년에 시행된 신장·위구르 강제노동...",https://n.news.naver.com/article/newspaper/025/0003486019?date=20251128,업계,0.223701331,
